,State,Date,Initial_claims,Rate_insured_unemp
62910,New York,2020-01-25,16505,1.55
62911,New York,2020-02-01,14949,1.59
62912,New York,2020-02-08,14285,1.63
62913,New York,2020-02-15,14102,1.66
62914,New York,2020-02-22,31169,1.71
62915,New York,2020-02-29,13999,1.73
62916,New York,2020-03-07,14233,1.75
62917,New York,2020-03-14,79946,1.77
62918,New York,2020-03-21,365816,1.91
62919,New York,2020-03-28,343538,2.35
62920,New York,2020-04-04,393541,3.1
62921,New York,2020-04-11,204111,4.08
62922,New York,2020-04-18,218175,5.27
62923,New York,2020-04-25,194049,6.56
62924,New York,2020-05-02,198054,7.94
62925,New York,2020-05-09,222672,9.33
62926,New York,2020-05-16,187598,10.68
62927,New York,2020-05-23,80738,11.97
62928,New York,2020-05-30,92575,13.22
62929,New York,2020-06-06,94395,14.46
62930,New York,2020-06-13,88329,15.68
62931,New York,2020-06-20,89094,16.74
62932,New York,2020-06-27,92793,17.46
62933,New York,2020-07-04,90710,17.75
62934,New York,2020-07-11,87601,17.9
64703,Ohio,2020-01-04,9929,0.97
64704,Ohio,2020-01-11,7817,1.02
64705,Ohio,2020-01-18,8069,1.07
64706,Ohio,2020-01-25,7320,1.11
64707,Ohio,2020-02-01,6819,1.15
64708,Ohio,2020-02-08,6509,1.19
64709,Ohio,2020-02-15,6195,1.23
64710,Ohio,2020-02-22,9910,1.26
64711,Ohio,2020-02-29,6540,1.29
64712,Ohio,2020-03-07,7042,1.31
64713,Ohio,2020-03-14,196297,1.33
64714,Ohio,2020-03-21,274215,1.55
64715,Ohio,2020-03-28,226007,2.09
64716,Ohio,2020-04-04,158678,2.87
64717,Ohio,2020-04-11,109369,3.8
64718,Ohio,2020-04-18,92920,4.81
64719,Ohio,2020-04-25,61083,5.8
64720,Ohio,2020-05-02,51125,6.76
64721,Ohio,2020-05-09,46062,7.66
64722,Ohio,2020-05-16,42082,8.46
64723,Ohio,2020-05-23,34575,9.16
64724,Ohio,2020-05-30,35430,9.8
64725,Ohio,2020-06-06,32788,10.39
64726,Ohio,2020-06-13,34553,10.94
64727,Ohio,2020-06-20,35623,11.25
64728,Ohio,2020-06-27,33483,11.2
64729,Ohio,2020-07-04,35422,10.91
64730,Ohio,2020-07-11,30138,10.45
66496,Oklahoma,2020-01-04,2034,1.04
66497,Oklahoma,2020-01-11,1981,1.05
66498,Oklahoma,2020-01-18,1830,1.06
66499,Oklahoma,2020-01-25,1779,1.07
66500,Oklahoma,2020-02-01,1715,1.08
66501,Oklahoma,2020-02-08,1633,1.1
66502,Oklahoma,2020-02-15,1509,1.1
66503,Oklahoma,2020-02-22,1458,1.11
66504,Oklahoma,2020-02-29,1569,1.1
66505,Oklahoma,2020-03-07,1836,1.1
66506,Oklahoma,2020-03-14,21926,1.11
66507,Oklahoma,2020-03-21,47744,1.15
66508,Oklahoma,2020-03-28,60534,1.33
66509,Oklahoma,2020-04-04,54481,1.67
66510,Oklahoma,2020-04-11,46696,2.13
66511,Oklahoma,2020-04-18,52500,2.71
66512,Oklahoma,2020-04-25,93885,3.38
66513,Oklahoma,2020-05-02,39079,4.16
66514,Oklahoma,2020-05-09,33440,4.74
66515,Oklahoma,2020-05-16,43714,5.34
66516,Oklahoma,2020-05-23,60376,6.1
66517,Oklahoma,2020-05-30,77525,6.79
66518,Oklahoma,2020-06-06,84779,7.56
66519,Oklahoma,2020-06-13,58613,8.37
66520,Oklahoma,2020-06-20,18405,9.05
66521,Oklahoma,2020-06-27,9423,9.43
66522,Oklahoma,2020-07-04,9680,9.63
66523,Oklahoma,2020-07-11,9879,9.7
68293,Oregon,2020-01-04,6201,1.4
68294,Oregon,2020-01-11,4043,1.44
68295,Oregon,2020-01-18,4424,1.48
68296,Oregon,2020-01-25,4837,1.51
68297,Oregon,2020-02-01,4934,1.55
68298,Oregon,2020-02-08,4277,1.58
68299,Oregon,2020-02-15,3512,1.6
68300,Oregon,2020-02-22,3918,1.62
68301,Oregon,2020-02-29,4127,1.62
68302,Oregon,2020-03-07,4256,1.63
68303,Oregon,2020-03-14,30040,1.64
68304,Oregon,2020-03-21,47356,1.77
68305,Oregon,2020-03-28,62650,2.14
68306,Oregon,2020-04-04,54312,2.69
68307,Oregon,2020-04-11,36981,3.44
68308,Oregon,2020-04-18,49051,4.45
68309,Oregon,2020-04-25,47729,5.56
68310,Oregon,2020-05-02,33494,6.68
68311,Oregon,2020-05-09,23321,7.72
68312,Oregon,2020-05-16,28218,8.78
68313,Oregon,2020-05-23,20388,9.69
68314,Oregon,2020-05-30,24272,10.68
68315,Oregon,2020-06-06,24302,11.57
68316,Oregon,2020-06-13,15874,12.35
68317,Oregon,2020-06-20,10393,12.95
68318,Oregon,2020-06-27,9802,13.29
68319,Oregon,2020-07-04,10984,13.36
68320,Oregon,2020-07-11,9274,13.28
70090,Pennsylvania,2020-01-04,26356,1.61
70091,Pennsylvania,2020-01-11,16217,1.9
70092,Pennsylvania,2020-01-18,13359,1.97
70093,Pennsylvania,2020-01-25,15893,2.04
70094,Pennsylvania,2020-02-01,14401,2.11
70095,Pennsylvania,2020-02-08,13566,2.18
70096,Pennsylvania,2020-02-15,12625,2.24
70097,Pennsylvania,2020-02-22,12043,2.29
70098,Pennsylvania,2020-02-29,12224,2.34
70099,Pennsylvania,2020-03-07,15431,2.35
70100,Pennsylvania,2020-03-14,362999,2.36
70101,Pennsylvania,2020-03-21,374052,2.39
70102,Pennsylvania,2020-03-28,239077,2.96
70103,Pennsylvania,2020-04-04,234865,3.55
70104,Pennsylvania,2020-04-11,124546,4.78
70105,Pennsylvania,2020-04-18,82347,5.8
70106,Pennsylvania,2020-04-25,94412,7.26
70107,Pennsylvania,2020-05-02,73636,8.46
70108,Pennsylvania,2020-05-09,41582,9.61
70109,Pennsylvania,2020-05-16,55285,10.62
70110,Pennsylvania,2020-05-23,42198,11.79
70111,Pennsylvania,2020-05-30,44992,12.73
70112,Pennsylvania,2020-06-06,44270,13.77
70113,Pennsylvania,2020-06-13,42551,14.59
70114,Pennsylvania,2020-06-20,45170,15.48
70115,Pennsylvania,2020-06-27,44053,15.6
70116,Pennsylvania,2020-07-04,44762,15.83
70117,Pennsylvania,2020-07-11,37946,15.3
71884,Puerto Rico,2020-01-04,836,1.97
71885,Puerto Rico,2020-01-11,3124,2.01
71886,Puerto Rico,2020-01-18,2335,2.06
71887,Puerto Rico,2020-01-25,1998,2.12
71888,Puerto Rico,2020-02-01,1770,2.17
71889,Puerto Rico,2020-02-08,1588,2.2
71890,Puerto Rico,2020-02-15,1390,2.23
71891,Puerto Rico,2020-02-22,1296,2.25
71892,Puerto Rico,2020-02-29,1343,2.26
71893,Puerto Rico,2020-03-07,1172,2.27
71894,Puerto Rico,2020-03-14,20148,2.27
71895,Puerto Rico,2020-03-21,45394,2.32
71896,Puerto Rico,2020-03-28,66555,2.62
71897,Puerto Rico,2020-04-04,42074,3.24
71898,Puerto Rico,2020-04-11,26481,4.03
71899,Puerto Rico,2020-04-18,17286,5.2
71900,Puerto Rico,2020-04-25,21886,6.29
71901,Puerto Rico,2020-05-02,15067,7.56
71902,Puerto Rico,2020-05-09,10923,8.74
71903,Puerto Rico,2020-05-16,13521,10.3
71904,Puerto Rico,2020-05-23,7236,11.58
71905,Puerto Rico,2020-05-30,8820,13.04
71906,Puerto Rico,2020-06-06,8097,14.45
71907,Puerto Rico,2020-06-13,9160,16.08
71908,Puerto Rico,2020-06-20,10228,17.87
71909,Puerto Rico,2020-06-27,11257,19.48
71910,Puerto Rico,2020-07-04,7945,20.62
71911,Puerto Rico,2020-07-11,7017,21.53
73680,Rhode Island,2020-01-04,1814,1.52
73681,Rhode Island,2020-01-11,1188,1.61
73682,Rhode Island,2020-01-18,1048,1.7
73683,Rhode Island,2020-01-25,971,1.79
73684,Rhode Island,2020-02-01,956,1.88
73685,Rhode Island,2020-02-08,961,1.97
73686,Rhode Island,2020-02-15,1920,2.06
73687,Rhode Island,2020-02-22,831,2.16
73688,Rhode Island,2020-02-29,692,2.23
73689,Rhode Island,2020-03-07,1104,2.29
73690,Rhode Island,2020-03-14,35845,2.34
73691,Rhode Island,2020-03-21,27788,2.72
73692,Rhode Island,2020-03-28,28237,3.43
73693,Rhode Island,2020-04-04,22491,4.38
73694,Rhode Island,2020-04-11,18060,5.49
73695,Rhode Island,2020-04-18,13068,6.88
73696,Rhode Island,2020-04-25,9067,8.29
73697,Rhode Island,2020-05-02,6237,9.64
73698,Rhode Island,2020-05-09,3857,10.91
73699,Rhode Island,2020-05-16,2918,12.15
73700,Rhode Island,2020-05-23,2731,13.23
73701,Rhode Island,2020-05-30,3501,14.3
73702,Rhode Island,2020-06-06,2597,15.31
73703,Rhode Island,2020-06-13,3440,16.26
73704,Rhode Island,2020-06-20,3098,16.83
73705,Rhode Island,2020-06-27,3302,17.0
73706,Rhode Island,2020-07-04,2972,16.88
73707,Rhode Island,2020-07-11,3185,16.62
75477,South Carolina,2020-01-04,4629,0.72
75478,South Carolina,2020-01-11,3126,0.74
75479,South Carolina,2020-01-18,2248,0.76
75480,South Carolina,2020-01-25,2099,0.77
75481,South Carolina,2020-02-01,2054,0.78
75482,South Carolina,2020-02-08,2088,0.79
75483,South Carolina,2020-02-15,1824,0.8
75484,South Carolina,2020-02-22,1977,0.81
75485,South Carolina,2020-02-29,1889,0.81
75486,South Carolina,2020-03-07,2093,0.81
75487,South Carolina,2020-03-14,31826,0.81
75488,South Carolina,2020-03-21,66475,0.86
75489,South Carolina,2020-03-28,86573,1.07
75490,South Carolina,2020-04-04,89147,1.46
75491,South Carolina,2020-04-11,74362,2.05
75492,South Carolina,2020-04-18,66438,2.87
75493,South Carolina,2020-04-25,47673,3.77
75494,South Carolina,2020-05-02,33191,4.7
75495,South Carolina,2020-05-09,29899,5.59
75496,South Carolina,2020-05-16,25380,6.42
75497,South Carolina,2020-05-23,18910,7.15
75498,South Carolina,2020-05-30,23188,7.88
75499,South Carolina,2020-06-06,19853,8.56
75500,South Carolina,2020-06-13,17611,9.24
75501,South Carolina,2020-06-20,17654,9.85
75502,South Carolina,2020-06-27,16015,10.26
75503,South Carolina,2020-07-04,19272,10.51
75504,South Carolina,2020-07-11,14307,10.58
77294,South Dakota,2020-01-04,468,0.39
77295,South Dakota,2020-01-11,338,0.43
77296,South Dakota,2020-01-18,291,0.47
77297,South Dakota,2020-01-25,217,0.52
77298,South Dakota,2020-02-01,223,0.56
77299,South Dakota,2020-02-08,194,0.59
77300,South Dakota,2020-02-15,191,0.63
77301,South Dakota,2020-02-22,159,0.66
77302,South Dakota,2020-02-29,185,0.69
77303,South Dakota,2020-03-07,190,0.7
77304,South Dakota,2020-03-14,1761,0.71
77305,South Dakota,2020-03-21,6801,0.73
77306,South Dakota,2020-03-28,8138,0.82
77307,South Dakota,2020-04-04,6359,1.02
77308,South Dakota,2020-04-11,5295,1.33
77309,South Dakota,2020-04-18,5535,1.69
77310,South Dakota,2020-04-25,3929,2.07
77311,South Dakota,2020-05-02,5269,2.45
77312,South Dakota,2020-05-09,3891,2.85
77313,South Dakota,2020-05-16,3471,3.21
77314,South Dakota,2020-05-23,1498,3.51
77315,South Dakota,2020-05-30,880,3.83
77316,South Dakota,2020-06-06,1065,4.12
77317,South Dakota,2020-06-13,910,4.39
77318,South Dakota,2020-06-20,644,4.64
77319,South Dakota,2020-06-27,835,4.79
77320,South Dakota,2020-07-04,1216,4.86
77321,South Dakota,2020-07-11,772,4.81
79090,Tennessee,2020-01-04,3711,0.53
79091,Tennessee,2020-01-11,3093,0.49
79092,Tennessee,2020-01-18,2484,0.49
79093,Tennessee,2020-01-25,2362,0.55
79094,Tennessee,2020-02-01,2161,0.56
79095,Tennessee,2020-02-08,2140,0.57
79096,Tennessee,2020-02-15,1855,0.58
79097,Tennessee,2020-02-22,2014,0.59
79098,Tennessee,2020-02-29,2032,0.55
79099,Tennessee,2020-03-07,2702,0.56
79100,Tennessee,2020-03-14,38077,0.61
79101,Tennessee,2020-03-21,92500,0.57
79102,Tennessee,2020-03-28,112186,0.61
79103,Tennessee,2020-04-04,71887,1.31
79104,Tennessee,2020-04-11,67226,1.92
79105,Tennessee,2020-04-18,42805,2.67
79106,Tennessee,2020-04-25,36323,3.42
79107,Tennessee,2020-05-02,28377,4.17
79108,Tennessee,2020-05-09,27990,4.89
79109,Tennessee,2020-05-16,25439,5.63
79110,Tennessee,2020-05-23,22255,6.31
79111,Tennessee,2020-05-30,20908,7.02
79112,Tennessee,2020-06-06,19413,7.66
79113,Tennessee,2020-06-13,20506,8.28
79114,Tennessee,2020-06-20,21544,8.86
79115,Tennessee,2020-06-27,24920,9.22
79116,Tennessee,2020-07-04,22060,9.27
79117,Tennessee,2020-07-11,25773,9.23
80888,Texas,2020-01-04,21735,1.0
80889,Texas,2020-01-11,15548,1.02
80890,Texas,2020-01-18,12900,1.03
80891,Texas,2020-01-25,13733,1.05
80892,Texas,2020-02-01,13785,1.06
80893,Texas,2020-02-08,12703,1.07
80894,Texas,2020-02-15,11985,1.07
80895,Texas,2020-02-22,12648,1.09
80896,Texas,2020-02-29,14323,1.08
80897,Texas,2020-03-07,16006,1.08
80898,Texas,2020-03-14,155191,1.08
80899,Texas,2020-03-21,275659,1.09
80900,Texas,2020-03-28,313945,1.24
80901,Texas,2020-04-04,272564,1.54
80902,Texas,2020-04-11,278417,2.02
80903,Texas,2020-04-18,251291,2.54
80904,Texas,2020-04-25,241599,3.16
80905,Texas,2020-05-02,139225,3.82
80906,Texas,2020-05-09,131703,4.55
80907,Texas,2020-05-16,125633,5.26
80908,Texas,2020-05-23,104683,6.06
80909,Texas,2020-05-30,87985,6.74
80910,Texas,2020-06-06,92477,7.47
80911,Texas,2020-06-13,87448,8.15
80912,Texas,2020-06-20,94797,8.88
80913,Texas,2020-06-27,115574,9.42
80914,Texas,2020-07-04,104471,9.79
80915,Texas,2020-07-11,86521,10.0
82705,Utah,2020-01-04,1834,0.57
82706,Utah,2020-01-11,1458,0.61
82707,Utah,2020-01-18,1271,0.64
82708,Utah,2020-01-25,1290,0.67
82709,Utah,2020-02-01,1303,0.7
82710,Utah,2020-02-08,1097,0.73
82711,Utah,2020-02-15,1008,0.75
82712,Utah,2020-02-22,885,0.77
82713,Utah,2020-02-29,1015,0.79
82714,Utah,2020-03-07,1305,0.8
82715,Utah,2020-03-14,19690,0.8
82716,Utah,2020-03-21,28532,0.87
82717,Utah,2020-03-28,33040,1.05
82718,Utah,2020-04-04,24515,1.37
82719,Utah,2020-04-11,19649,1.77
82720,Utah,2020-04-18,11738,2.14
82721,Utah,2020-04-25,8992,2.56
82722,Utah,2020-05-02,7076,2.98
82723,Utah,2020-05-09,6228,3.37
82724,Utah,2020-05-16,5405,3.74
82725,Utah,2020-05-23,4948,4.09
82726,Utah,2020-05-30,5382,4.44
82727,Utah,2020-06-06,4803,4.78
82728,Utah,2020-06-13,4915,5.11
82729,Utah,2020-06-20,4965,5.35
82730,Utah,2020-06-27,4802,5.49
82731,Utah,2020-07-04,4792,5.44
82732,Utah,2020-07-11,4483,5.33
84502,Virginia,2020-01-04,3643,0.5
84503,Virginia,2020-01-11,2831,0.51
84504,Virginia,2020-01-18,3059,0.52
84505,Virginia,2020-01-25,2575,0.53
84506,Virginia,2020-02-01,3097,0.54
84507,Virginia,2020-02-08,2693,0.55
84508,Virginia,2020-02-15,2079,0.56
84509,Virginia,2020-02-22,3267,0.57
84510,Virginia,2020-02-29,2527,0.58
84511,Virginia,2020-03-07,2706,0.58
84512,Virginia,2020-03-14,46277,0.55
84513,Virginia,2020-03-21,112497,0.63
84514,Virginia,2020-03-28,147369,0.86
84515,Virginia,2020-04-04,104619,1.3
84516,Virginia,2020-04-11,82729,1.86
84517,Virginia,2020-04-18,72488,2.52
84518,Virginia,2020-04-25,59631,3.25
84519,Virginia,2020-05-02,52139,4.01
84520,Virginia,2020-05-09,44699,4.8
84521,Virginia,2020-05-16,39242,5.58
84522,Virginia,2020-05-23,31379,6.35
84523,Virginia,2020-05-30,29231,7.12
84524,Virginia,2020-06-06,27186,7.87
84525,Virginia,2020-06-13,25293,8.6
84526,Virginia,2020-06-20,31955,9.27
84527,Virginia,2020-06-27,31825,9.77
84528,Virginia,2020-07-04,32292,10.02
84529,Virginia,2020-07-11,37946,10.14
86299,Virgin Islands,2020-01-04,24,1.23
86300,Virgin Islands,2020-01-11,40,1.25
86301,Virgin Islands,2020-01-18,44,1.26
86302,Virgin Islands,2020-01-25,35,1.27
86303,Virgin Islands,2020-02-01,45,1.27
86304,Virgin Islands,2020-02-08,40,1.29
86305,Virgin Islands,2020-02-15,55,1.3
86306,Virgin Islands,2020-02-22,37,1.34
86307,Virgin Islands,2020-02-29,64,1.42
86308,Virgin Islands,2020-03-07,44,1.53
86309,Virgin Islands,2020-03-14,123,1.51
86310,Virgin Islands,2020-03-21,250,1.57
86311,Virgin Islands,2020-03-28,72,1.61
86312,Virgin Islands,2020-04-04,6,1.61
86313,Virgin Islands,2020-04-11,13,1.78
86314,Virgin Islands,2020-04-18,103,1.97
86315,Virgin Islands,2020-04-25,45,2.27
86316,Virgin Islands,2020-05-02,70,2.77
86317,Virgin Islands,2020-05-09,66,3.43
86318,Virgin Islands,2020-05-16,47,4.31
86319,Virgin Islands,2020-05-23,32,5.19
86320,Virgin Islands,2020-05-30,32,6.27
86321,Virgin Islands,2020-06-06,53,7.39
86322,Virgin Islands,2020-06-13,63,8.63
86323,Virgin Islands,2020-06-20,57,9.86
86324,Virgin Islands,2020-06-27,38,10.73
86325,Virgin Islands,2020-07-04,70,11.37
86326,Virgin Islands,2020-07-11,110,12.21
88092,Vermont,2020-01-04,649,1.08
88093,Vermont,2020-01-11,755,1.16
88094,Vermont,2020-01-18,518,1.24
88095,Vermont,2020-01-25,481,1.31
88096,Vermont,2020-02-01,475,1.38
88097,Vermont,2020-02-08,543,1.43
88098,Vermont,2020-02-15,610,1.48
88099,Vermont,2020-02-22,863,1.53
88100,Vermont,2020-02-29,446,1.56
88101,Vermont,2020-03-07,659,1.6
88102,Vermont,2020-03-14,3784,1.63
88103,Vermont,2020-03-21,14633,1.88
88104,Vermont,2020-03-28,16474,2.3
88105,Vermont,2020-04-04,9662,2.95
88106,Vermont,2020-04-11,6598,4.45
88107,Vermont,2020-04-18,5117,6.27
88108,Vermont,2020-04-25,3875,7.67
88109,Vermont,2020-05-02,2913,9.0
88110,Vermont,2020-05-09,2199,10.27
88111,Vermont,2020-05-16,1552,11.42
88112,Vermont,2020-05-23,1465,12.47
88113,Vermont,2020-05-30,1650,13.48
88114,Vermont,2020-06-06,1859,14.46
88115,Vermont,2020-06-13,1389,15.42
88116,Vermont,2020-06-20,2163,16.14
88117,Vermont,2020-06-27,1876,16.58
88118,Vermont,2020-07-04,1830,16.76
88119,Vermont,2020-07-11,1637,16.11
89889,Washington,2020-01-04,8950,1.63
89890,Washington,2020-01-11,8974,1.69
89891,Washington,2020-01-18,7928,1.74
89892,Washington,2020-01-25,6527,1.79
89893,Washington,2020-02-01,7062,1.83
89894,Washington,2020-02-08,6203,1.86
89895,Washington,2020-02-15,5507,1.88
89896,Washington,2020-02-22,5687,1.9
89897,Washington,2020-02-29,6548,1.89
89898,Washington,2020-03-07,14154,1.88
89899,Washington,2020-03-14,128962,1.89
89900,Washington,2020-03-21,181975,2.11
89901,Washington,2020-03-28,170063,2.66
89902,Washington,2020-04-04,143241,3.5
89903,Washington,2020-04-11,82435,4.58
89904,Washington,2020-04-18,137604,5.74
89905,Washington,2020-04-25,100762,6.98
89906,Washington,2020-05-02,109425,8.53
89907,Washington,2020-05-09,138733,10.79
89908,Washington,2020-05-16,48445,12.01
89909,Washington,2020-05-23,31224,12.98
89910,Washington,2020-05-30,29713,13.85
89911,Washington,2020-06-06,29028,14.67
89912,Washington,2020-06-13,29612,15.49
89913,Washington,2020-06-20,31911,16.08
89914,Washington,2020-06-27,28393,16.24
89915,Washington,2020-07-04,40466,15.96
89916,Washington,2020-07-11,29348,15.6
91685,Wisconsin,2020-01-04,8255,1.08
91686,Wisconsin,2020-01-11,6388,1.15
91687,Wisconsin,2020-01-18,6134,1.22
91688,Wisconsin,2020-01-25,6280,1.29
91689,Wisconsin,2020-02-01,6579,1.35
91690,Wisconsin,2020-02-08,5808,1.4
91691,Wisconsin,2020-02-15,6098,1.45
91692,Wisconsin,2020-02-22,5658,1.49
91693,Wisconsin,2020-02-29,5052,1.51
91694,Wisconsin,2020-03-07,5188,1.53
91695,Wisconsin,2020-03-14,51023,1.55
91696,Wisconsin,2020-03-21,110928,1.72
91697,Wisconsin,2020-03-28,104805,2.15
91698,Wisconsin,2020-04-04,69983,2.71
91699,Wisconsin,2020-04-11,55874,3.39
91700,Wisconsin,2020-04-18,49943,4.14
91701,Wisconsin,2020-04-25,37701,4.87
91702,Wisconsin,2020-05-02,38460,5.59
91703,Wisconsin,2020-05-09,30999,6.3
91704,Wisconsin,2020-05-16,28130,6.97
91705,Wisconsin,2020-05-23,24225,7.57
91706,Wisconsin,2020-05-30,24835,8.14
91707,Wisconsin,2020-06-06,25112,8.67
91708,Wisconsin,2020-06-13,24993,9.15
91709,Wisconsin,2020-06-20,24689,9.47
91710,Wisconsin,2020-06-27,27195,9.49
91711,Wisconsin,2020-07-04,28757,9.38
91712,Wisconsin,2020-07-11,24858,9.15
93482,West Virginia,2020-01-04,2638,1.86
93483,West Virginia,2020-01-11,1895,1.94
93484,West Virginia,2020-01-18,1290,2.03
93485,West Virginia,2020-01-25,1364,2.11
93486,West Virginia,2020-02-01,1206,2.18
93487,West Virginia,2020-02-08,1172,2.25
93488,West Virginia,2020-02-15,1207,2.32
93489,West Virginia,2020-02-22,1108,2.38
93490,West Virginia,2020-02-29,1033,2.41
93491,West Virginia,2020-03-07,865,2.42
93492,West Virginia,2020-03-14,3536,2.42
93493,West Virginia,2020-03-21,14523,2.5
93494,West Virginia,2020-03-28,14494,2.74
93495,West Virginia,2020-04-04,14944,3.1
93496,West Virginia,2020-04-11,46755,4.02
93497,West Virginia,2020-04-18,29818,5.52
93498,West Virginia,2020-04-25,13227,6.59
93499,West Virginia,2020-05-02,6045,7.64
93500,West Virginia,2020-05-09,5026,8.58
93501,West Virginia,2020-05-16,4904,9.45
93502,West Virginia,2020-05-23,4685,10.23
93503,West Virginia,2020-05-30,4413,11.01
93504,West Virginia,2020-06-06,4327,11.7
93505,West Virginia,2020-06-13,3756,12.34
93506,West Virginia,2020-06-20,3532,12.9
93507,West Virginia,2020-06-27,3330,13.23
93508,West Virginia,2020-07-04,4070,13.48
93509,West Virginia,2020-07-11,3758,13.13
95298,Wyoming,2020-01-04,829,0.87
95299,Wyoming,2020-01-11,636,0.93
95300,Wyoming,2020-01-18,531,0.98
95301,Wyoming,2020-01-25,529,1.03
95302,Wyoming,2020-02-01,589,1.08
95303,Wyoming,2020-02-08,598,1.12
95304,Wyoming,2020-02-15,389,1.16
95305,Wyoming,2020-02-22,471,1.19
95306,Wyoming,2020-02-29,534,1.21
95307,Wyoming,2020-03-07,517,1.23
95308,Wyoming,2020-03-14,3653,1.25
95309,Wyoming,2020-03-21,6396,1.3
95310,Wyoming,2020-03-28,6543,1.43
95311,Wyoming,2020-04-04,5794,1.65
95312,Wyoming,2020-04-11,4381,1.96
95313,Wyoming,2020-04-18,3497,2.34
95314,Wyoming,2020-04-25,2854,2.74
95315,Wyoming,2020-05-02,3297,3.15
95316,Wyoming,2020-05-09,2303,3.54
95317,Wyoming,2020-05-16,2800,3.94
95318,Wyoming,2020-05-23,2421,4.29
95319,Wyoming,2020-05-30,2013,4.63
95320,Wyoming,2020-06-06,1539,4.97
95321,Wyoming,2020-06-13,1402,5.31
95322,Wyoming,2020-06-20,1418,5.6
95323,Wyoming,2020-06-27,1338,5.77
95324,Wyoming,2020-07-04,1485,5.85
95325,Wyoming,2020-07-11,2664,5.83
